2016-12-22 10:13:55,390 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=fbaeb077-e93b-4bdc-a7f0-572d79bb1edb
2016-12-24 18:15:33,210 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=cade0f57-72e3-468a-a5bc-1e95994e51f5
2016-12-24 18:15:33,213 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2016-12-24 18:15:33,221 [17] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=cade0f57-72e3-468a-a5bc-1e95994e51f5
2016-12-24 18:15:33,234 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=cade0f57-72e3-468a-a5bc-1e95994e51f5
2016-12-24 18:15:33,235 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2016-12-24 18:15:46,967 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:15:47,213 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2016-12-24 18:15:47,214 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2016-12-24 18:15:47,220 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2016-12-24 18:15:49,676 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-12-24 18:15:49,677 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-12-24 18:15:49,678 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-12-24 18:15:49,678 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-12-24 18:15:49,679 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-12-24 18:15:49,680 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-12-24 18:15:49,680 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-12-24 18:15:49,681 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-12-24 18:15:49,681 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-12-24 18:15:49,682 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-12-24 18:15:49,682 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-12-24 18:15:49,683 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-12-24 18:15:49,683 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-12-24 18:15:49,684 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-12-24 18:15:49,693 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2016-12-24 18:15:49,700 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2016-12-24 18:15:49,703 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-24 18:15:49,704 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-12-24 18:15:49,968 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:15:49,986 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2016-12-24 18:15:49,994 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2016-12-24 18:15:51,027 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-12-24 18:15:51,028 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-24 18:15:51,031 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID ac9e2a5b-b65f-4d16-9229-83be22260775, Hostname localhost, IPv6Address 
2016-12-24 18:15:51,089 [6] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:19:04,107 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:19:04,110 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2016-12-24 18:19:04,135 [17] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:19:04,182 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=ac9e2a5b-b65f-4d16-9229-83be22260775
2016-12-24 18:19:04,183 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2016-12-24 18:19:13,887 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-24 18:19:15,220 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2016-12-24 18:19:15,221 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2016-12-24 18:19:15,227 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2016-12-24 18:19:16,783 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-12-24 18:19:16,785 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-12-24 18:19:16,786 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-12-24 18:19:16,787 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-12-24 18:19:16,788 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-12-24 18:19:16,789 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-12-24 18:19:16,789 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-12-24 18:19:16,790 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-12-24 18:19:16,791 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-12-24 18:19:16,792 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-12-24 18:19:16,793 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-12-24 18:19:16,794 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-12-24 18:19:16,795 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-12-24 18:19:16,796 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-12-24 18:19:16,808 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2016-12-24 18:19:16,821 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2016-12-24 18:19:16,824 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-24 18:19:16,825 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-12-24 18:19:16,864 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-24 18:19:16,893 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2016-12-24 18:19:16,900 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2016-12-24 18:19:17,597 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-12-24 18:19:17,598 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-24 18:19:17,603 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID d05f03bc-1197-4ce6-b75c-22c1b3baccfc, Hostname localhost, IPv6Address 
2016-12-24 18:19:17,699 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-25 00:30:49,128 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-25 00:30:49,132 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2016-12-25 00:30:49,148 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-25 00:30:49,154 [4] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=d05f03bc-1197-4ce6-b75c-22c1b3baccfc
2016-12-25 00:30:49,208 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2016-12-25 00:31:05,895 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=0908a17e-3da8-4d98-af7e-56d2a3ab9f62
2016-12-25 00:31:07,309 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2016-12-25 00:31:07,310 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2016-12-25 00:31:07,317 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2016-12-25 00:31:10,140 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-12-25 00:31:10,141 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-12-25 00:31:10,142 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-12-25 00:31:10,143 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-12-25 00:31:10,144 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-12-25 00:31:10,145 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-12-25 00:31:10,146 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-12-25 00:31:10,147 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-12-25 00:31:10,148 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-12-25 00:31:10,149 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-12-25 00:31:10,150 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-12-25 00:31:10,151 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-12-25 00:31:10,152 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-12-25 00:31:10,153 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-12-25 00:31:10,162 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2016-12-25 00:31:10,172 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2016-12-25 00:31:10,175 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-25 00:31:10,176 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-12-25 00:31:10,252 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=0908a17e-3da8-4d98-af7e-56d2a3ab9f62
2016-12-25 00:31:10,282 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2016-12-25 00:31:10,287 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2016-12-25 00:31:12,389 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-12-25 00:31:12,390 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-25 00:31:12,394 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 0908a17e-3da8-4d98-af7e-56d2a3ab9f62, Hostname localhost, IPv6Address 
2016-12-25 00:31:12,471 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=0908a17e-3da8-4d98-af7e-56d2a3ab9f62
2016-12-25 00:36:24,200 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2016-12-25 00:36:24,200 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2016-12-25 00:37:51,402 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2016-12-25 00:37:51,507 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2016-12-25 09:40:59,331 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-25 09:40:59,811 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2016-12-25 09:40:59,811 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2016-12-25 09:40:59,817 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2016-12-25 09:41:02,650 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-12-25 09:41:02,652 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-12-25 09:41:02,653 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-12-25 09:41:02,654 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-12-25 09:41:02,656 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-12-25 09:41:02,657 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-12-25 09:41:02,658 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-12-25 09:41:02,660 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-12-25 09:41:02,661 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-12-25 09:41:02,662 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-12-25 09:41:02,663 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-12-25 09:41:02,663 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-12-25 09:41:02,664 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-12-25 09:41:02,665 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-12-25 09:41:02,697 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2016-12-25 09:41:02,705 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2016-12-25 09:41:02,708 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-25 09:41:02,709 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-12-25 09:41:02,964 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-25 09:41:02,982 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=E:\GithubRepositories\OESTS\projects-master\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2016-12-25 09:41:02,988 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2016-12-25 09:41:05,697 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-12-25 09:41:05,697 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-12-25 09:41:05,701 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 79508ea1-565d-4f83-a0a5-8c6d0ffe2a17, Hostname localhost, IPv6Address 
2016-12-25 09:41:05,835 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-25 19:28:06,822 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2016-12-25 19:28:07,285 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2016-12-25 19:28:33,131 [7] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2016-12-25 19:28:33,131 [7] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2016-12-25 19:53:58,193 [36] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2016-12-25 19:53:59,645 [36] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2016-12-25 19:54:39,766 [27] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2016-12-25 19:54:39,766 [27] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2016-12-25 20:01:13,325 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2016-12-25 20:01:13,409 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2016-12-25 20:11:27,831 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2016-12-25 20:11:27,832 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2016-12-25 20:37:08,122 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2016-12-25 20:37:08,123 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2016-12-25 20:38:04,907 [42] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2016-12-25 20:38:04,908 [42] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2016-12-25 21:58:39,648 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2016-12-25 21:58:39,967 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2016-12-25 21:59:04,977 [7] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2016-12-25 21:59:04,977 [7] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2016-12-25 22:37:49,205 [36] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2016-12-25 22:37:49,248 [36] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2016-12-25 22:38:25,707 [43] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2016-12-25 22:38:25,708 [43] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2016-12-26 00:27:48,361 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-26 00:27:48,489 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2016-12-26 00:27:48,710 [16] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-26 00:27:49,269 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=79508ea1-565d-4f83-a0a5-8c6d0ffe2a17
2016-12-26 00:27:49,357 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2016-12-26 00:28:02,320 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=8852a503-36bd-4333-baeb-0b75592dbca7
2016-12-26 00:28:02,728 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2016-12-26 00:28:02,728 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2016-12-26 00:28:02,734 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2016-12-26 00:28:04,311 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-12-26 00:28:04,312 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-12-26 00:28:04,313 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-12-26 00:28:04,313 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
